date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:26	33911/33911	---M--	200	added ('OK')	image/png	etag:%228477-5fdecda428d57%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/19%20LMT.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/19%20LMT.png	(from https://bluepartnership.eu/about)
14:20:26	16925/16925	---M--	200	added ('OK')	image/png	etag:%22421d-6089b7dc451c2%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-10/MEYR%20logo%202.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-10/MEYR%20logo%202.png	(from https://bluepartnership.eu/about)
14:20:27	13236/13236	---M--	200	added ('OK')	image/png	etag:%2233b4-5fdeb471555fa%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/47%20IN_0.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/47%20IN_0.png	(from https://bluepartnership.eu/about)
14:20:27	15959/15959	---M--	200	added ('OK')	image/png	etag:%223e57-5fded7a1bddcd%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/2%20RCN.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/2%20RCN.png	(from https://bluepartnership.eu/about)
14:20:28	25766/25766	---M--	200	added ('OK')	image/png	etag:%2264a6-5fdebaeb5664f%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/38%20NCBR.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/38%20NCBR.png	(from https://bluepartnership.eu/about)
14:20:28	20378/20378	---M--	200	added ('OK')	image/png	etag:%224f9a-60022ff65da9a%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/AIR%20CENTRE%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/AIR%20CENTRE%20V02.png	(from https://bluepartnership.eu/about)
14:20:29	15261/15261	---M--	200	added ('OK')	image/png	etag:%223b9d-5fdec89b587a0%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/22%20CCDRC_0.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/22%20CCDRC_0.png	(from https://bluepartnership.eu/about)
14:20:29	22504/22504	---M--	200	added ('OK')	image/png	etag:%2257e8-600bf06507a2e%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/DPGM%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/DPGM%20V02.png	(from https://bluepartnership.eu/about)
14:20:30	22036/22036	---M--	200	added ('OK')	image/png	etag:%225614-5fdeb1e7970c9%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/11%20FCT.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/11%20FCT.png	(from https://bluepartnership.eu/about)
14:20:30	30791/30791	---M--	200	added ('OK')	image/png	etag:%227847-5fdecd5d6ada9%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/21%20FA.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/21%20FA.png	(from https://bluepartnership.eu/about)
14:20:31	48925/48925	---M--	200	added ('OK')	image/png	etag:%22bf1d-60aa8534985f2%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-11/FRCT.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-11/FRCT.png	(from https://bluepartnership.eu/about)
14:20:32	131919/131919	---M--	200	added ('OK')	image/png	etag:%222034f-5fdecf2443eaa%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/10%20MCID.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/10%20MCID.png	(from https://bluepartnership.eu/about)
14:20:32	22930/22930	---M--	200	added ('OK')	image/png	etag:%225992-5fdebac0b3d0c%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/39%20MIZS.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/39%20MIZS.png	(from https://bluepartnership.eu/about)
14:20:32	16202/16202	---M--	200	added ('OK')	image/png	etag:%223f4a-5fdeceff1e9d9%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/12%20CDTI.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/12%20CDTI.png	(from https://bluepartnership.eu/about)
14:20:33	11763/11763	---M--	200	added ('OK')	image/png	etag:%222df3-5fdecd0c348d0%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/23%20PLOCAN.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/23%20PLOCAN.png	(from https://bluepartnership.eu/about)
14:20:33	16315/16315	---M--	200	added ('OK')	image/png	etag:%223fbb-600be7f58e260%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/FECYT%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/FECYT%20V02.png	(from https://bluepartnership.eu/about)
14:20:34	19602/19602	---M--	200	added ('OK')	image/png	etag:%224c92-5fded6f259953%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/6%20AEI.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/6%20AEI.png	(from https://bluepartnership.eu/about)
14:20:34	43071/43071	---M--	200	added ('OK')	image/png	etag:%22a83f-5fdeb9e0f765c%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/43%20SOCIB.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/43%20SOCIB.png	(from https://bluepartnership.eu/about)
14:20:35	13464/13464	---M--	200	added ('OK')	image/png	etag:%223498-5fdecee9c3e5d%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/13%20FORMAS_0.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/13%20FORMAS_0.png	(from https://bluepartnership.eu/about)
14:20:35	29052/29052	---M--	200	added ('OK')	image/png	etag:%22717c-5fdeb175d8342%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/50%20hav_0.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/50%20hav_0.png	(from https://bluepartnership.eu/about)
14:20:36	22221/22221	---M--	200	added ('OK')	image/png	etag:%2256cd-5fdec869aac11%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/24%20SNSA.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/24%20SNSA.png	(from https://bluepartnership.eu/about)
14:20:36	14490/14490	---M--	200	added ('OK')	image/png	etag:%22389a-600c05cdbe6b4%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/LNV%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/LNV%20V02.png	(from https://bluepartnership.eu/about)
14:20:37	5717/5717	---M--	200	added ('OK')	image/png	etag:%221655-600c06eb10aae%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/RVO%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/RVO%20V02.png	(from https://bluepartnership.eu/about)
14:20:37	22176/22176	---M--	200	added ('OK')	image/png	etag:%2256a0-600c076a8fb5d%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/I%26W%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/I&W%20V02.png	(from https://bluepartnership.eu/about)
14:20:38	24273/24273	---M--	200	added ('OK')	image/png	etag:%225ed1-600c086de44e3%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/NWO%20V02.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-07/NWO%20V02.png	(from https://bluepartnership.eu/about)
14:20:38	22420/22420	---M--	200	added ('OK')	image/png	etag:%225794-616e8849df3dd%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2024-04/MESRS_0.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2024-04/MESRS_0.png	(from https://bluepartnership.eu/about)
14:20:39	27957/27957	---M--	200	added ('OK')	image/png	etag:%226d35-5fdebd14debd7%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/28%20TUBITAK.png	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/2023-06/28%20TUBITAK.png	(from https://bluepartnership.eu/about)
14:20:40	226771/226771	---M-Z	200	added ('OK')	text/javascript	etag:%2211598-62d75f0f63b4a%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/js/js_uQY0s65wh7RMtEnFDfDebkGhnR_c7QOfOAXOqhJfEX8.js?scope=footer&delta=0&language=en&theme=vlizbase&include=eJxti0EKwzAMBD_kYgj9j5HoxhHIUbCUpM3rG5pDe-hpZ4ddRgR6wXMxx6OMomf1TGtY8ZWbROL_k4oZnTQ1CmuWr0ibysHkyFWNSW8eL5W5fv1CPc6jl02wf7RP1HEf8g-_Ac6mO3I	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/js/js_uQY0s65wh7RMtEnFDfDebkGhnR_c7QOfOAXOqhJfEX850ef.js	(from https://bluepartnership.eu/about)
14:20:40	53214/53214	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:40%20GMT	https://bluepartnership.eu/funding-opportunity/sustainable-blue-economy-partnerships-first-joint-transnational-call	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/funding-opportunity/sustainable-blue-economy-partnerships-first-joint-transnational-call.html	(from https://bluepartnership.eu/funding-opportunities)
14:20:40	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%2225a-617ee70879345%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/bg-call-deadline-past.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/bg-call-deadline-past.svg	(from https://bluepartnership.eu/funding-opportunities)
14:20:41	225832/225832	---M-Z	200	added ('OK')	text/javascript	etag:%22113e2-62d7603aebc34%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/js/js_i0v3ki6MFLahLHqmlxd53yCaCe0VzGJ1MBLGThR-z8s.js?scope=footer&delta=0&language=en&theme=vlizbase&include=eJzLTSzJz83XzwVTOmU5mVVJicWp-uk5-UmJObrFJZU5mXnpCPGS_PyckswCsEBxRmJRqomRPhIbAL8yHko	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/js/js_i0v3ki6MFLahLHqmlxd53yCaCe0VzGJ1MBLGThR-z8s5e85.js	(from https://bluepartnership.eu/funding-opportunities)
14:20:42	101261/101261	---M--	200	added ('OK')	image/jpeg	etag:%2218b8d-61856bec9c42e%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/styles/large_1000/public/news/2024-02/sebastian-pena-lambarri-YV593oyMKmo-unsplash.jpg?itok=7v9b2rSx	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/styles/large_1000/public/news/2024-02/sebastian-pena-lambarri-YV593oyMKmo-unsplash1b68.jpg	(from https://bluepartnership.eu/news-events)
14:20:42	26601/26601	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:42%20GMT	https://bluepartnership.eu/events/charting-course-towards-sustainable-blue-economy-symposium	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/charting-course-towards-sustainable-blue-economy-symposium.html	(from https://bluepartnership.eu/news-events)
14:20:43	25391/25391	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:43%20GMT	https://bluepartnership.eu/events/embarking-together-kick-meeting-funded-projects-2023-joint-call	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/embarking-together-kick-meeting-funded-projects-2023-joint-call.html	(from https://bluepartnership.eu/news-events)
14:20:44	19770/19770	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:44%20GMT	https://bluepartnership.eu/events/addressing-blue-economy-challenges-synergies-and-equality-european-maritime-day-2024	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/addressing-blue-economy-challenges-synergies-and-equality-european-maritime-day-2024.html	(from https://bluepartnership.eu/news-events)
14:20:44	17672/17672	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:44%20GMT	https://bluepartnership.eu/events/doors-stakeholder-conference-black-sea-futures-science-prosperity-and-people	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/doors-stakeholder-conference-black-sea-futures-science-prosperity-and-people.html	(from https://bluepartnership.eu/news-events)
14:20:45	17619/17619	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:45%20GMT	https://bluepartnership.eu/events/webinar-sustainable-blue-economy-partnerships-second-joint-transnational-call-2024	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/webinar-sustainable-blue-economy-partnerships-second-joint-transnational-call-2024.html	(from https://bluepartnership.eu/news-events)
14:20:45	18211/18211	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:45%20GMT	https://bluepartnership.eu/events/key-towards-mediterranean-regional-sustainability	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/key-towards-mediterranean-regional-sustainability.html	(from https://bluepartnership.eu/news-events)
14:20:46	17999/17999	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:46%20GMT	https://bluepartnership.eu/events/networking-friday-ocean-literacy-sustainable-blue-economy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/networking-friday-ocean-literacy-sustainable-blue-economy.html	(from https://bluepartnership.eu/news-events)
14:20:47	17426/17426	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:47%20GMT	https://bluepartnership.eu/events/sustainable-blue-economy-partnership-2nd-call-brokerage-event	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/sustainable-blue-economy-partnership-2nd-call-brokerage-event.html	(from https://bluepartnership.eu/news-events)
14:20:48	18408/18408	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:47%20GMT	https://bluepartnership.eu/events/towards-decade-programme-accelerating-sustainable-ocean-management-and-planning	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/towards-decade-programme-accelerating-sustainable-ocean-management-and-planning.html	(from https://bluepartnership.eu/news-events)
14:20:48	22785/22785	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:48%20GMT	https://bluepartnership.eu/events/kick-sustainable-blue-economy-partnership-rome	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/events/kick-sustainable-blue-economy-partnership-rome.html	(from https://bluepartnership.eu/news-events)
14:20:49	8276/8276	---M-Z	200	added ('OK')	text/css	etag:%228e2-62d75fe09a966%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_CFoXMzdyMEW-ThqA3MdW0LPp5CLzslg-Gj38QBospsE.css?delta=0&language=en&theme=vlizbase&include=eJxVy1EOwiAQBNAL0ZIY79MsYYRNtkB2Aa2nV_uj_kxmXjIBvUM3PFo1xO3G8p7mEwqUxDVSSkotm486Gsn6lXWUNoKwZURnh3XsPpDBTcbd_JnrXuOQf1JYq8V4YknK0U3h5-fnk9RAslg_hEs63TIprhf_01-v2kW9	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/css/css_CFoXMzdyMEW-ThqA3MdW0LPp5CLzslg-Gj38QBospsE04f0.css	(from https://bluepartnership.eu/projects)
14:20:49	82953/82953	---M-Z	200	added ('OK')	text/css	etag:%2232e1-62d75ed4633c1%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/css/css_IlMS3Una-RY6O6IfgxhtCXE680-tLTazwbDlOAyD56I.css?delta=1&language=en&theme=vlizbase&include=eJxVy1EOwiAQBNAL0ZIY79MsYYRNtkB2Aa2nV_uj_kxmXjIBvUM3PFo1xO3G8p7mEwqUxDVSSkotm486Gsn6lXWUNoKwZURnh3XsPpDBTcbd_JnrXuOQf1JYq8V4YknK0U3h5-fnk9RAslg_hEs63TIprhf_01-v2kW9	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/css/css_IlMS3Una-RY6O6IfgxhtCXE680-tLTazwbDlOAyD56I7a45.css	(from https://bluepartnership.eu/projects)
14:20:50	24832/24832	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:50%20GMT	https://bluepartnership.eu/projects/balancing-economic-environmental-and-social-sustainability-european-aquaculture-industry	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/balancing-economic-environmental-and-social-sustainability-european-aquaculture-industry.html	(from https://bluepartnership.eu/projects)
14:20:51	512496/512496	---M--	200	added ('OK')	image/jpeg	etag:%227d1f0-617ee70c9916e%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/project.jpg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/project.jpg	(from https://bluepartnership.eu/projects)
14:20:51	27868/27868	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:51%20GMT	https://bluepartnership.eu/projects/aquafeed-upgraded-enhancing-immune-function-seaweed-modified-functional-compounds	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/aquafeed-upgraded-enhancing-immune-function-seaweed-modified-functional-compounds.html	(from https://bluepartnership.eu/projects)
14:20:52	27514/27514	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:52%20GMT	https://bluepartnership.eu/projects/digital-twin-ocean-arctic-fisheries	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/digital-twin-ocean-arctic-fisheries.html	(from https://bluepartnership.eu/projects)
14:20:52	26781/26781	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:52%20GMT	https://bluepartnership.eu/projects/boosting-seaweed-farming-through-better-utilization-genetic-resources	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/boosting-seaweed-farming-through-better-utilization-genetic-resources.html	(from https://bluepartnership.eu/projects)
14:20:53	39060/39060	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:53%20GMT	https://bluepartnership.eu/projects/project-title-culture-wide-range-low-trophic-species-boost-sustainable-production-blue	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/project-title-culture-wide-range-low-trophic-species-boost-sustainable-production-blue.html	(from https://bluepartnership.eu/projects)
14:20:54	25460/25460	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:53%20GMT	https://bluepartnership.eu/projects/science-policy-assessing-impacts-and-developing-solutions-ship-traffic-and-offshore-wind	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/science-policy-assessing-impacts-and-developing-solutions-ship-traffic-and-offshore-wind.html	(from https://bluepartnership.eu/projects)
14:20:54	26775/26775	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:54%20GMT	https://bluepartnership.eu/projects/blue-way-sustainable-europe	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/blue-way-sustainable-europe.html	(from https://bluepartnership.eu/projects)
14:20:55	25890/25890	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:55%20GMT	https://bluepartnership.eu/projects/low-co2-smart-autonomous-multiplatform-system-monitor-and-forecast-calanus-finmarchicus	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/low-co2-smart-autonomous-multiplatform-system-monitor-and-forecast-calanus-finmarchicus.html	(from https://bluepartnership.eu/projects)
14:20:55	29854/29854	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:56%20GMT	https://bluepartnership.eu/projects/digital-twin-ocean-animal-tracking	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/digital-twin-ocean-animal-tracking.html	(from https://bluepartnership.eu/projects)
14:20:56	24269/24269	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:56%20GMT	https://bluepartnership.eu/projects/sustainable-reliable-and-socially-acceptable-modular-floating-islands-multi-use-offshore	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/sustainable-reliable-and-socially-acceptable-modular-floating-islands-multi-use-offshore.html	(from https://bluepartnership.eu/projects)
14:20:57	26135/26135	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:56%20GMT	https://bluepartnership.eu/projects/sustainable-climate-friendly-quality-food-ingredients-marine-side-streams	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/sustainable-climate-friendly-quality-food-ingredients-marine-side-streams.html	(from https://bluepartnership.eu/projects)
14:20:57	26496/26496	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:57%20GMT	https://bluepartnership.eu/projects/functional-processing-cultivated-seaweeds-novel-food-products	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/functional-processing-cultivated-seaweeds-novel-food-products.html	(from https://bluepartnership.eu/projects)
14:20:58	24509/24509	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:58%20GMT	https://bluepartnership.eu/projects/innovative-design-and-operation-rare-earth-material-reduction-and-optimized-lifetime-next	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/innovative-design-and-operation-rare-earth-material-reduction-and-optimized-lifetime-next.html	(from https://bluepartnership.eu/projects)
14:20:58	34110/34110	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:59%20GMT	https://bluepartnership.eu/projects/data-and-scenarios-sustainable-mediterranean-blue-economy	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/data-and-scenarios-sustainable-mediterranean-blue-economy.html	(from https://bluepartnership.eu/projects)
14:20:59	26368/26368	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:20:59%20GMT	https://bluepartnership.eu/projects/resource-efficient-blue-food-production-small-underutilized-pelagic-fish-species-re-blue	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/resource-efficient-blue-food-production-small-underutilized-pelagic-fish-species-re-blue.html	(from https://bluepartnership.eu/projects)
14:21:00	29850/29850	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:21:00%20GMT	https://bluepartnership.eu/projects/integral-valorisation-seaweed-biomass-development-sustainable-high-nutritional-quality	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/integral-valorisation-seaweed-biomass-development-sustainable-high-nutritional-quality.html	(from https://bluepartnership.eu/projects)
14:21:00	26115/26115	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:21:00%20GMT	https://bluepartnership.eu/projects/improved-valorization-marine-sources-and-processing-waste-resource-efficient-blue-foodfeed	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/improved-valorization-marine-sources-and-processing-waste-resource-efficient-blue-foodfeed.html	(from https://bluepartnership.eu/projects)
14:21:01	31342/31342	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:21:01%20GMT	https://bluepartnership.eu/projects/boosting-resilience-european-shellfish-production-against-climate-change-related	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/boosting-resilience-european-shellfish-production-against-climate-change-related.html	(from https://bluepartnership.eu/projects)
14:21:01	27448/27448	---M--	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202025%2015:21:01%20GMT	https://bluepartnership.eu/projects/waste-taste-exploring-innovative-food-applications-postharvest-fish-losses	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/projects/waste-taste-exploring-innovative-food-applications-postharvest-fish-losses.html	(from https://bluepartnership.eu/projects)
14:21:02	226567/226567	---M-Z	200	added ('OK')	text/javascript	etag:%2211544-62d75fe13e9ee%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/js/js_xpnxDQLUgCQ2wH1v9UwViWAfJQzj3-EgHVu6CvScopg.js?scope=footer&delta=0&language=en&theme=vlizbase&include=eJxtikEKgDAMBD9UKYj_KQnGGkgbaaKor1f04sHTzgyL5E4t0b6o0ZgmllstwuqabMXCHvD_kqlSAwkFXIvGd8ImfCIYxSyKIJ35IVzz022GRkMfP3wBzUMyLg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/js/js_xpnxDQLUgCQ2wH1v9UwViWAfJQzj3-EgHVu6CvScopg6b43.js	(from https://bluepartnership.eu/projects)
14:21:03	12690/12690	---M--	200	added ('OK')	image/svg+xml	etag:%223192-617ee70b8288e%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-brand-assets.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-brand-assets.svg	(from https://bluepartnership.eu/resources)
14:21:03	2464/2464	---M--	200	added ('OK')	image/svg+xml	etag:%229a0-617ee70bcb053%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-templates.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-templates.svg	(from https://bluepartnership.eu/resources)
14:21:04	9372692/9372692	---M--	200	added ('OK')	application/zip	etag:%228f0414-5fe15de28f4c1%22	https://bluepartnership.eu/sites/bluepartnership.eu/files/documents/2023-06/Brand%20Assets.zip	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/files/documents/2023-06/Brand%20Assets.zip	(from https://bluepartnership.eu/resources)
14:21:04	680/680	---M--	200	added ('OK')	image/svg+xml	etag:%222a8-617ee70b8dfad%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-download.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-download.svg	(from https://bluepartnership.eu/resources)
14:21:05	671/671	---M--	200	added ('OK')	image/svg+xml	etag:%2229f-617ee70b8dfad%22	https://bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-download-dark-mode.svg	C:/My%20Web%20Sites/SBEP_webpage/bluepartnership.eu/sites/bluepartnership.eu/themes/vlizbase/img/icon-download-dark-mode.svg	(from https://bluepartnership.eu/resources)
